,lotfrontage,lotarea,street,landcontour,lotconfig,landslope,neighborhood,bldgtype,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtunfsf,totalbsmtsf,heatingqc,centralair,1stflrsf,lowqualfinsf,grlivarea,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,fireplacequ,garageyrblt,garagecars,garagearea,garagequal,garagecond,paveddrive,enclosedporch,miscval,mosold,yrsold,saletype,salecondition,saleprice,log_price,plannedunitdev,remodhome,remodgarage,totalbath,bsmttotalbath,splitmulti,seassold,residentzone,reszonehidens,publicutil,isartery,isfeeder,normcond,rrnearby,rradj,positnear,positadj,lotshapereg,compshgroof,finishedstories,asbestos,totalsf,enc_2ndfloor,finishsf,lqfinishpct,bsmtlivqtr,bsmtlivqtrlq,bsmtunf,nobsmt,gasheat,porchdecksf,yardsf,sbreaker,lqfuse,typfunc,attachdgarage,nogarage,detachdgarage,finishgarage,onext,ext,ext_uniqueness,unique_ext,enc_pool,enc_alley,enc_fence,extrarooms,finishbsmtsf,finishbsmt,multfireplaces
0,6.557896243650145,25.503637040790046,Pave,Lvl,Inside,Gtl,CollgCr,1Fam,7,0.7434917749851749,2003,2003,Gable,1,3,1.2286546980775868,Gable,3,2,0.7434917749851749,150,14.300393728702424,4,True,14.300393728702424,0.0,17.162564178531092,3,0.7434917749851749,3,8,1,2003.0,2,548,1.2286546980775868,1.2286546980775868,True,0.0,0.0,2,2008,WD,Normal,52.91507629288727,12.247694320220994,False,False,False,3,1,False,Winter,True,False,0.7434917749851749,False,False,True,False,False,False,False,True,True,2.0,False,19.035611632734046,True,18.747906721990102,0.0,True,False,False,False,True,6.414275278508145,24.102164875000465,False,False,True,True,False,False,False,True,VinylSd,0.34383561643835614,False,0.0,0.0,0.0,4,13.571795253292619,True,False
1,7.041123426403462,26.291998321208993,Pave,Lvl,FR2P,Gtl,Veenker,1Fam,6,1.8986483073060745,1976,1976,Gable,0,2,1.2286546980775868,Gable,3,2,1.8986483073060745,284,15.856943969615646,4,True,15.856943969615646,0.0,15.856943969615646,3,0.7434917749851749,2,6,2,1976.0,2,460,1.2286546980775868,1.2286546980775868,True,0.0,0.0,5,2007,WD,Normal,51.33078569576882,12.109010932687042,False,False,False,2,1,False,Spring,True,False,0.7434917749851749,False,True,True,False,False,False,False,True,True,1.0,False,18.956439988890676,False,18.391516343281015,0.0,True,False,False,False,True,10.635228838699701,25.201743634133262,False,False,True,True,False,False,False,True,MetalSd,0.14520547945205478,False,0.0,0.0,0.0,2,14.821044780136312,True,False
2,6.6611081308012094,27.300424448035205,Pave,Lvl,Inside,Gtl,CollgCr,1Fam,7,0.7434917749851749,2001,2002,Gable,1,3,1.2286546980775868,Gable,3,2,1.2286546980775868,434,14.580416717405571,4,True,14.580416717405571,0.0,17.356041896491845,3,0.7434917749851749,3,6,2,2001.0,2,608,1.2286546980775868,1.2286546980775868,True,0.0,0.0,9,2008,WD,Normal,53.7253884876468,12.31716669303576,False,True,False,3,1,False,Fall,True,False,0.7434917749851749,False,False,True,False,False,False,False,False,True,2.0,False,19.292245163914206,True,18.45794109950597,0.0,True,False,False,False,True,5.60873730420949,26.17509909018651,False,False,True,True,False,False,False,True,VinylSd,0.34383561643835614,False,0.0,0.0,0.0,2,12.237560226744241,True,False
3,6.3772151605726535,26.25933777791011,Pave,Lvl,Corner,Gtl,Crawfor,1Fam,7,0.7434917749851749,1915,1970,Gable,0,2,1.2286546980775868,Gable,2,3,0.7434917749851749,540,13.827349307707133,3,True,14.751724471878966,0.0,17.180668759721403,3,0.7434917749851749,3,7,3,1998.0,3,642,1.2286546980775868,1.2286546980775868,True,10.35332820143129,0.0,2,2006,WD,Other,48.480595186776284,11.84939770159144,False,True,True,1,1,False,Winter,True,False,0.7434917749851749,False,False,True,False,False,False,False,False,True,2.0,False,18.85887398619649,True,17.712309531830787,0.0,True,False,False,False,True,5.238362555396097,25.017725953903444,False,False,True,False,False,True,False,False,Wd Sdng_WdShing,0.0061643835616438354,True,0.0,0.0,0.0,3,9.664320743384353,True,False
4,7.1577662574706125,28.86881488070485,Pave,Lvl,FR2P,Gtl,NoRidge,1Fam,8,0.7434917749851749,2000,2000,Gable,1,3,1.2286546980775868,Gable,3,2,1.597539553864471,490,15.455350612089331,4,True,15.455350612089331,0.0,18.303172510343863,4,0.7434917749851749,3,9,2,2000.0,3,836,1.2286546980775868,1.2286546980775868,True,0.0,0.0,12,2008,WD,Normal,55.056269743972045,12.429216196844383,False,False,False,3,1,False,Winter,True,False,0.7434917749851749,False,False,True,False,False,False,False,False,True,2.0,False,20.340971361177708,True,19.550525812643617,0.0,True,False,False,False,True,10.398058247906478,27.602481792503028,False,False,True,True,False,False,False,True,VinylSd,0.34383561643835614,False,0.0,0.0,0.0,4,13.295773378044135,True,False
5,7.18623908994112,28.79966020706858,Pave,Lvl,Inside,Gtl,Mitchel,1Fam,5,0.7434917749851749,1993,1995,Gable,0,2,1.2286546980775868,Gable,3,2,0.7434917749851749,64,14.022240518198515,4,True,14.022240518198515,0.0,16.177231078161405,1,0.7434917749851749,2,5,1,1993.0,2,480,1.2286546980775868,1.2286546980775868,True,0.0,13.540165557438545,10,2009,WD,Normal,48.70785642090674,11.870599909242044,False,True,False,2,1,False,Fall,True,False,0.7434917749851749,False,False,True,False,False,False,False,False,True,1.5,False,18.217771503991795,True,18.078459167522237,0.0,True,False,False,False,True,11.49701448828852,27.91560209210661,False,False,True,True,False,False,False,True,VinylSd,0.34383561643835614,False,0.0,0.0,0.7434917749851749,3,13.706425094921512,True,False
6,6.888654957871245,26.601317176088152,Pave,Lvl,Inside,Gtl,Somerst,1Fam,8,0.7434917749851749,2004,2005,Gable,1,3,1.2286546980775868,Gable,4,2,1.597539553864471,317,17.10003802130558,4,True,17.120958695887094,0.0,17.120958695887094,3,0.7434917749851749,3,7,3,2004.0,2,636,1.2286546980775868,1.2286546980775868,True,0.0,0.0,8,2007,WD,Normal,57.574582744712416,12.634603026569334,False,True,False,2,1,False,Summer,True,False,0.7434917749851749,False,False,True,False,False,False,False,True,True,1.0,False,20.39680231466033,False,19.90162889015128,0.0,True,False,False,False,True,10.778978043356881,25.230235188461034,False,False,True,True,False,False,False,True,VinylSd,0.34383561643835614,False,0.0,0.0,0.0,3,16.19893863840505,True,False
7,6.4869835499703505,26.785904566497774,Pave,Lvl,Corner,Gtl,NWAmes,1Fam,7,1.2286546980775868,1973,1973,Gable,1,2,1.2286546980775868,Gable,3,2,1.2286546980775868,216,15.317859668654412,4,True,15.317859668654412,0.0,18.069639652509476,3,0.7434917749851749,2,7,2,1973.0,2,484,1.2286546980775868,1.2286546980775868,True,9.823033864860529,11.144753837722163,11,2009,WD,Normal,52.43497518465464,12.206072645530174,False,False,False,3,1,False,Fall,True,False,0.7434917749851749,False,False,True,False,False,True,False,False,True,2.0,False,20.11572367179741,True,19.766893244152115,0.0,True,True,True,False,True,11.891201377701536,25.05994514466416,False,False,True,True,False,False,False,True,HdBoard,0.13219178082191782,False,0.0,0.0,0.0,3,14.455525924660307,True,True
8,6.019722877214801,23.597922193345905,Pave,Lvl,Inside,Gtl,OldTown,1Fam,7,0.7434917749851749,1931,1950,Gable,0,2,1.2286546980775868,Gable,2,2,0.7434917749851749,952,14.714627899355484,3,True,14.996092223226412,0.0,17.32593601876472,2,1.2286546980775868,2,8,2,1931.0,2,468,0.7434917749851749,1.2286546980775868,True,9.512540622982552,0.0,4,2008,WD,Other,47.68566950175232,11.77452020265869,False,True,False,2,0,False,Spring,True,False,0.7434917749851749,True,False,True,False,False,False,False,True,True,1.5,False,19.328034998970924,True,17.32593601876472,0.0,False,False,False,False,True,7.324754658634345,21.594432931643645,False,True,False,False,False,True,False,False,BrkFace_WdShing,0.0006849315068493151,True,0.0,0.0,0.0,4,0.0,False,True
9,5.97700948713745,24.72093655670346,Pave,Lvl,Corner,Gtl,BrkSide,2fmCon,5,1.2286546980775868,1939,1950,Gable,0,2,1.2286546980775868,Gable,2,2,0.7434917749851749,140,14.87340754664458,4,True,15.20662382385729,0.0,15.20662382385729,2,1.2286546980775868,2,5,2,1939.0,1,205,1.597539553864471,1.2286546980775868,True,0.0,0.0,1,2008,WD,Normal,46.68293181500378,11.678439903447801,False,True,False,1,1,False,Winter,True,False,0.7434917749851749,True,False,False,False,False,False,False,True,True,1.0,False,18.020889617941044,False,17.700553671735232,0.0,True,False,False,False,True,1.8986483073060745,23.799692843257446,False,False,True,True,False,False,False,True,MetalSd,0.14520547945205478,False,0.0,0.0,0.0,1,14.277820106990712,True,True
10,6.7279383425250145,27.271664341467233,Pave,Lvl,Inside,Gtl,Sawyer,1Fam,5,0.7434917749851749,1965,1965,Hip,0,2,1.2286546980775868,Hip,2,2,0.7434917749851749,134,15.065969613149619,4,True,15.065969613149619,0.0,15.065969613149619,3,0.7434917749851749,2,5,1,1965.0,1,384,1.2286546980775868,1.2286546980775868,True,0.0,0.0,2,2008,WD,Normal,47.65318280312807,11.771436160121729,False,False,False,1,1,False,Winter,True,False,0.7434917749851749,False,False,True,False,False,False,False,True,True,1.0,False,18.047531667798754,False,17.742761376379985,0.0,False,False,False,False,True,0.0,26.648803403886056,False,False,True,False,False,True,False,True,HdBoard,0.13219178082191782,False,0.0,0.0,0.0,1,14.5205235621583,True,False
11,7.18623908994112,27.678467526731556,Pave,Lvl,Inside,Gtl,NridgHt,1Fam,9,0.7434917749851749,2005,2006,Hip,1,4,1.2286546980775868,Hip,4,2,0.7434917749851749,177,15.561342561231264,4,True,15.585762276826296,0.0,18.564302855403795,4,0.7434917749851749,4,11,3,2005.0,3,736,1.2286546980775868,1.2286546980775868,True,0.0,0.0,7,2006,New,Partial,59.05220355026945,12.751299696013497,False,True,False,3,1,False,Summer,True,False,0.7434917749851749,False,False,True,False,False,False,False,False,True,2.0,False,20.573113915650758,True,20.309063333411945,0.0,True,False,False,False,True,8.949137179445428,26.181713092922546,False,False,True,True,False,False,True,True,WdShing,0.011643835616438357,True,0.0,0.0,0.0,6,14.90137586258452,True,True
12,7.2700972727456525,28.231603875840616,Pave,Lvl,Inside,Gtl,Sawyer,1Fam,5,1.2286546980775868,1962,1962,Hip,0,2,1.2286546980775868,Hip,2,2,0.7434917749851749,175,14.546281985070095,2,True,14.546281985070095,0.0,14.546281985070095,2,0.7434917749851749,2,4,1,1962.0,1,352,1.2286546980775868,1.2286546980775868,True,0.0,0.0,9,2008,WD,Normal,48.782762544598576,11.877568578558138,False,False,False,1,1,False,Fall,True,False,0.7434917749851749,False,False,True,False,False,False,False,False,True,1.0,False,17.4503221923455,False,17.002234707494058,0.0,True,False,False,False,True,10.8191031084691,27.576995056677447,False,False,True,False,False,True,False,False,HdBoard_Plywood,0.015753424657534248,True,0.0,0.0,0.0,1,13.731876107577987,True,False
13,7.351723745192793,26.94952381860137,Pave,Lvl,Inside,Gtl,CollgCr,1Fam,7,0.7434917749851749,2006,2007,Gable,1,3,1.2286546980775868,Gable,3,2,1.597539553864471,1494,16.572388992487763,4,True,16.572388992487763,0.0,16.572388992487763,3,0.7434917749851749,3,7,3,2006.0,3,840,1.2286546980775868,1.2286546980775868,True,0.0,0.0,8,2007,New,Partial,56.411071857681044,12.540757571577291,False,True,False,2,0,False,Summer,True,False,0.7434917749851749,False,False,True,False,False,False,False,False,True,1.0,False,19.778509990934058,False,16.572388992487763,0.0,False,False,False,False,True,9.339379221576817,25.866668036935366,False,False,True,True,False,False,False,True,VinylSd,0.34383561643835614,False,0.0,0.0,0.0,3,0.0,False,False
